original_taxon,clean_species,relative_abundance,sample_id,source,category,macrocategory,country
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus|s__Lactiplantibacillus_plantarum|t__SGB7202,lactiplantibacillus_plantarum,0.24468,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_brevis|t__SGB154278,brevibacillus_brevis,0.00566,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_fermentum|t__SGB7106,limosilactobacillus_fermentum,36.39586,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_brevis|t__SGB7196,levilactobacillus_brevis,0.0181,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_indonesiensis|t__SGB1203,acetobacter_indonesiensis,0.00318,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Liquorilactobacillus|s__Liquorilactobacillus_nagelii|t__SGB7063,liquorilactobacillus_nagelii,0.40044,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_subtilis|t__SGB7788_group,bacillus_subtilis,0.01429,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Pichia|s__Pichia_kudriavzevii|t__EUK4909,pichia_kudriavzevii,0.07035,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_cerevisiae|t__EUK4932,saccharomyces_cerevisiae,0.16073,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_pasteurianus|t__SGB1197,acetobacter_pasteurianus,6.57497,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Paucilactobacillus|s__Paucilactobacillus_vaccinostercus|t__SGB7173,paucilactobacillus_vaccinostercus,0.03269,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_ghanensis|t__SGB1192,acetobacter_ghanensis,1.67866,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_pasteurianus|t__SGB1196,acetobacter_pasteurianus,45.14407,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_pomorum|t__SGB1193,acetobacter_pomorum,0.08917,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_senegalensis|t__SGB1205,acetobacter_senegalensis,4.82338,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Heyndrickxia|s__Heyndrickxia_oleronia|t__SGB7732,heyndrickxia_oleronia,0.02289,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Heyndrickxia|s__Heyndrickxia_ginsengihumi|t__SGB7734,heyndrickxia_ginsengihumi,0.0622,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_persici|t__SGB1199,acetobacter_persici,0.00888,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_tropicalis|t__SGB1204,acetobacter_tropicalis,0.02814,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_japonicus|t__SGB1161,gluconobacter_japonicus,0.00737,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_thalpophilum|t__SGB28240,sphingobacterium_thalpophilum,0.01475,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Pichia|s__Pichia_manshurica|t__EUK121235,pichia_manshurica,0.00589,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Niallia|s__Niallia_circulans|t__SGB205842,niallia_circulans,0.03524,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_oboediens|t__SGB1177,komagataeibacter_oboediens,0.63337,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_ascendens|t__SGB1195,acetobacter_ascendens,0.36393,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Shouchella|s__Shouchella_clausii|t__SGB8291,shouchella_clausii,0.00736,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_pomorum|t__SGB1194,acetobacter_pomorum,0.32998,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_saccharivorans|t__SGB24153,komagataeibacter_saccharivorans,0.0125,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_melaceti|t__SGB24160,komagataeibacter_melaceti,0.43287,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Novacetimonas|s__Novacetimonas_hansenii|t__SGB1175,novacetimonas_hansenii,0.00645,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_medellinensis|t__SGB1181,komagataeibacter_medellinensis,0.00407,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_europaeus|t__SGB1178,komagataeibacter_europaeus,0.00176,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Tatumella|s__Tatumella_saanichensis|t__SGB31094,tatumella_saanichensis,0.02529,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Novacetimonas|s__Novacetimonas_cocois|t__SGB208091,novacetimonas_cocois,0.04617,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_oxydans|t__SGB1165,gluconobacter_oxydans,0.00729,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Tatumella|s__Tatumella_ptyseos|t__SGB10295,tatumella_ptyseos,0.51101,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Tatumella|s__Tatumella_SGB211856|t__SGB211856,tatumella_sgb211856,0.09182,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Novacetimonas|s__Novacetimonas_pomaceti|t__SGB24150,novacetimonas_pomaceti,0.00955,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Tatumella|s__Tatumella_sp_JGM118|t__SGB92519,tatumella_sp_jgm118,0.22504,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Gluconacetobacter|s__Gluconacetobacter_entanii|t__SGB24152,gluconacetobacter_entanii,0.95282,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_malorum|t__SGB1202,acetobacter_malorum,0.12104,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_cypripedii|t__SGB10171,pantoea_cypripedii,0.03211,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Caryophanaceae|g__Rummeliibacillus|s__Rummeliibacillus_sp_POC4|t__SGB29934,rummeliibacillus_sp_poc4,0.00623,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Novacetimonas|s__Novacetimonas_maltaceti|t__SGB24151,novacetimonas_maltaceti,0.2657,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Heyndrickxia|s__Heyndrickxia_shackletonii|t__SGB7730,heyndrickxia_shackletonii,0.07012,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Tatumella|s__Tatumella_SGB21203|t__SGB21203,tatumella_sgb21203,0.00191,SRR8742580,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus|s__Lactiplantibacillus_plantarum|t__SGB7202,lactiplantibacillus_plantarum,0.00653,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_fermentum|t__SGB7106,limosilactobacillus_fermentum,97.98457,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_fabarum|t__SGB1190,acetobacter_fabarum,0.00207,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_baumannii|t__SGB10343,acinetobacter_baumannii,0.00182,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_indonesiensis|t__SGB1203,acetobacter_indonesiensis,0.00082,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Liquorilactobacillus|s__Liquorilactobacillus_nagelii|t__SGB7063,liquorilactobacillus_nagelii,0.13373,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Pichia|s__Pichia_kudriavzevii|t__EUK4909,pichia_kudriavzevii,0.15144,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_cerevisiae|t__EUK4932,saccharomyces_cerevisiae,0.05368,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_pasteurianus|t__SGB1197,acetobacter_pasteurianus,0.03801,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_ghanensis|t__SGB1192,acetobacter_ghanensis,0.04084,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus|t__SGB7952,enterococcus_casseliflavus,0.0027,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Rhodanobacteraceae|g__Frateuria|s__Frateuria_aurantia|t__SGB180577,frateuria_aurantia,0.00061,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_pasteurianus|t__SGB1196,acetobacter_pasteurianus,0.18463,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_senegalensis|t__SGB1205,acetobacter_senegalensis,0.35549,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_persici|t__SGB1199,acetobacter_persici,0.00611,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_tropicalis|t__SGB1204,acetobacter_tropicalis,0.00392,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_japonicus|t__SGB1161,gluconobacter_japonicus,0.01767,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_thalpophilum|t__SGB28240,sphingobacterium_thalpophilum,0.01558,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Xanthomonas|s__Xanthomonas_massiliensis|t__SGB32973,xanthomonas_massiliensis,0.00201,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_oboediens|t__SGB1177,komagataeibacter_oboediens,0.00089,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Shouchella|s__Shouchella_clausii|t__SGB8291,shouchella_clausii,0.03462,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_melaceti|t__SGB24160,komagataeibacter_melaceti,0.00015,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Tatumella|s__Tatumella_saanichensis|t__SGB31094,tatumella_saanichensis,0.04092,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_oxydans|t__SGB1165,gluconobacter_oxydans,0.0246,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Tatumella|s__Tatumella_ptyseos|t__SGB10295,tatumella_ptyseos,0.46809,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Tatumella|s__Tatumella_SGB211856|t__SGB211856,tatumella_sgb211856,0.13643,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Tatumella|s__Tatumella_sp_JGM118|t__SGB92519,tatumella_sp_jgm118,0.22152,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Gluconacetobacter|s__Gluconacetobacter_entanii|t__SGB24152,gluconacetobacter_entanii,0.01505,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_malorum|t__SGB1202,acetobacter_malorum,0.00377,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_cypripedii|t__SGB10171,pantoea_cypripedii,0.0093,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_koreensis|t__SGB16630,rothia_koreensis,0.00427,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_allocomposti|t__SGB78592,sphingobacterium_allocomposti,0.00401,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cancerogenus|t__SGB10181,enterobacter_cancerogenus,0.00227,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_durrellii|t__SGB94573,staphylococcus_durrellii,0.01012,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Caryophanaceae|g__Ureibacillus|s__Ureibacillus_galli|t__SGB82709,ureibacillus_galli,0.00202,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Liquorilactobacillus|s__Liquorilactobacillus_cacaonum|t__SGB7075,liquorilactobacillus_cacaonum,0.00372,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella_sp_02P26C_1|t__SGB88693,bordetella_sp_02p26c_1,0.00114,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_rodasii|t__SGB10178,pantoea_rodasii,0.00771,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Tatumella|s__Tatumella_SGB21203|t__SGB21203,tatumella_sgb21203,0.00357,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_litopenaei|t__SGB78603,sphingobacterium_litopenaei,0.00363,SRR8742581,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus|s__Lactiplantibacillus_plantarum|t__SGB7202,lactiplantibacillus_plantarum,0.08219,SRR8742582,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_fermentum|t__SGB7106,limosilactobacillus_fermentum,85.62774,SRR8742582,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_fabarum|t__SGB1190,acetobacter_fabarum,0.01561,SRR8742582,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_orientalis|t__SGB1187,acetobacter_orientalis,0.00589,SRR8742582,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_pseudomesenteroides|t__SGB69408,leuconostoc_pseudomesenteroides,0.0639,SRR8742582,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_indonesiensis|t__SGB1203,acetobacter_indonesiensis,0.00904,SRR8742582,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Liquorilactobacillus|s__Liquorilactobacillus_nagelii|t__SGB7063,liquorilactobacillus_nagelii,0.10752,SRR8742582,cfmd_food,fermented_seeds,food,BRA
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Pichia|s__Pichia_kudriavzevii|t__EUK4909,pichia_kudriavzevii,0.01672,SRR8742582,cfmd_food,fermented_seeds,food,BRA
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_cerevisiae|t__EUK4932,saccharomyces_cerevisiae,0.0041,SRR8742582,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_pasteurianus|t__SGB1197,acetobacter_pasteurianus,0.02176,SRR8742582,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_ghanensis|t__SGB1192,acetobacter_ghanensis,0.21948,SRR8742582,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Rhodanobacteraceae|g__Frateuria|s__Frateuria_aurantia|t__SGB180577,frateuria_aurantia,0.10036,SRR8742582,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_pasteurianus|t__SGB1196,acetobacter_pasteurianus,0.83171,SRR8742582,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_senegalensis|t__SGB1205,acetobacter_senegalensis,0.65705,SRR8742582,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Kozakia|s__Kozakia_baliensis|t__SGB1183,kozakia_baliensis,0.00145,SRR8742582,cfmd_food,fermented_seeds,food,BRA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_vitians|t__SGB89211,gluconobacter_vitians,0.01041,SRR8742582,cfmd_food,fermented_seeds,food,BRA
